idmunici;ccdd;ccpp;ccdi;Departamento;Provincia;Distrito;Tipomuni;VFI_P69;P69_1;P69_1_T;P69_1_M;P69_1_H;P69_2;P69_2_T;P69_2_M;P69_2_H;VFI_P70;P70_1;P70A_1_1;P70A_1_2;P70A_1_3;P70_2;P70A_2_1;P70A_2_2;P70A_2_3;P70_3;P70A_3_1;P70A_3_2;P70A_3_3;P70_4;P70A_4_1;P70A_4_2;P70A_4_3;P70_5;P70A_5_1;P70A_5_2;P70A_5_3;P70A_5_O;P70_6;P70A_6_1;P70A_6_2;P70A_6_3;P70_7;P70A_7_1;P70A_7_2;P70A_7_3;P70_8;P70A_8_1;P70A_8_2;P70A_8_3;P70A_8_O;P70_9;P70A_9_1;P70A_9_2;P70A_9_3;P70_10;P70A_10_1;P70A_10_2;P70A_10_3;P70_11;P70A_11_1;P70A_11_2;P70A_11_3;P70A_11_O;P70_12;P70A_12_1;P70_13;P70A_13_1;P70_14;P70A_14_1;P70_15;P70A_15_1;P70_16;P70A_16_1;P70A_16_O;VFI_P71;P71;P71_1;P71A_1;P71_2;P71A_2;P71_3;P71A_3;P71_4;P71A_4;P71_5;P71A_5;P71_6;P71A_6;P71_7;P71A_7;P71_8;P71A_8;P71_9;P71A_9;P71_10;P71A_10;P71_11;P71A_11;P71_12;P71A_12;P71A_12_O;VFI_P72A;P72A;P72A_1;P72A_2;VFI_P72B;P72B;P72B_1;VFI_P73;P73_1;P73_2;P73_3;P73_4;P73_4_O;VFI_P74;P74;VFI_P75;P75;VFI_P76;P76_1;P76A_1;P76_2;P76A_2;P76_3;P76A_3;P76_4;P76A_4;P76_5;P76A_5;P76_6;P76_7;VFI_P77;P77_1;P77_2;P77_3;P77_4;VFI_P78;P78_1;P78_2;P78_3;P78_4;P78_4_O;P78_5;VFI_P79;P79_1;P79A_1_1;P79A_1_2;P79_2;P79A_2_1;P79A_2_2;P79_3;P79A_3_1;P79A_3_2;P79_4;P79A_4_1;P79A_4_2;P79_5;P79A_5_1;P79A_5_2;P79A_5_O;VFI_P80;P80_1;P80_2;P80_3;P80_4;P80_5;P80_6;P80_7;P80_8;P80_9;P80_9_O;P80_10
160602;16;06;02;LORETO;UCAYALI;INAHUAYA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
160603;16;06;03;LORETO;UCAYALI;PADRE MARQUEZ;2;1;1;7;0;7;1;8;0;8;1;1;0;0;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;3;2; ;1;7;2; ;2; ; ;1;1;2; ;2; ;2; ;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;1;1;4;4;1;1;1;1;0;0;3;0; ;1;1;1;1;1;2; ;2; ;1;2;2; ;2; ;2;2;1;1;0;0;0;1;1;0;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
160604;16;06;04;LORETO;UCAYALI;PAMPA HERMOSA;2;1;1;9;0;9;1;8;1;7;1;1;0;0;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;14;2; ;1;14;2; ;2; ; ;1;1;2; ;1;4;2; ;1;1;1;2;1;5;2; ;1;3;2; ;1;4;2; ;2; ; ;1;1;1;1;1;1;1;1;0;0;3;0; ;1;5;1;1;1;1;12;2; ;1;4;2; ;1;4;2;2;1;1;0;0;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
160605;16;06;05;LORETO;UCAYALI;SARAYACU;2;1;2; ; ; ;1;3;0;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ;0; ; ; ; ; ;0; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;4;5;6;0;0;0; ;0
160606;16;06;06;LORETO;UCAYALI;VARGAS GUERRA;2;1;1;15;3;12;1;16;1;15;1;1;0;0;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;16;2; ;1;16;2; ;2; ; ;1;1;1;2;1;3;2; ;1;1;1;1;1;2;1;3;1;2;1;2;1;2;2; ;2; ; ;1;1;5;5;1;1;5;1;0;2;3;0; ;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;5;0;7;0;0; ;0
160701;16;07;01;LORETO;DATEM DEL MARAÑON;BARRANCA;1;1;1;6;0;6;1;6;0;6;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;4;1;16;1;13;1;2;1;3;1;20;1;6;1;7;1;6;1;12;2; ;2; ; ;1;1;4;2;1;1;4;1;1;2;3;0; ;1;3;1;1;1;1;2;2; ;1;8;1;10;1;3;1;1;1;1;0;0;0;1;1;2;3;0; ;0;1;1;2;2;2; ; ;2; ; ;2; ; ;2; ; ; ;1;1;0;3;4;5;0;0;0;0; ;0
160702;16;07;02;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;12;1;4;2; ;1;2;2; ;2;1;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;1;1;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
160703;16;07;03;LORETO;DATEM DEL MARAÑON;MANSERICHE;2;1;1;3;0;3;1;5;0;5;1;1;0;0;0;2; ; ; ;2;0;0;0;2; ; ; ;2; ; ; ; ;1;2;2;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;5;2; ;1;5;2; ;2; ; ;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;3;1;2; ;0; ; ; ; ; ;0; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;1;1;0;2; ; ;2; ; ;2; ; ; ;1;0;0;0;4;0;6;0;0;0; ;0
160704;16;07;04;LORETO;DATEM DEL MARAÑON;MORONA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1;2; ; ;1;1;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
160705;16;07;05;LORETO;DATEM DEL MARAÑON;PASTAZA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2; ;2; ;2; ;2; ;2;2;1;0;2;0;0;1; ; ; ; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
160706;16;07;06;LORETO;DATEM DEL MARAÑON;ANDOAS;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;1; ; ; ; ; ;5;1;2; ; ;1;0;2;2; ; ;2; ; ;2; ; ; ;1;0;0;3;4;0;0;0;0;0; ;0
160801;16;08;01;LORETO;PUTUMAYO;PUTUMAYO;1;1;2; ; ; ;1;6;1;5;1;1;0;0;0;1;2;1;1;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;6;2; ;1;6;2; ;2; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;0;2;3;0; ;1;4;1;1;1;1;8;1;4;2; ;2; ;2; ;2;2;1;1;0;0;0;1; ; ; ; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;4;0;6;0;0;0; ;0
160802;16;08;02;LORETO;PUTUMAYO;ROSA PANDURO;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
160803;16;08;03;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;0;0;0;8;0; ;0
160804;16;08;04;LORETO;PUTUMAYO;YAGUAS;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1;1;4;0;2; ; ;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
170101;17;01;01;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;1;1;1;45;0;45;1;46;0;46;1;1;6;5;1;1;16;12;4;2;0;0;0;2; ; ; ;2; ; ; ; ;1;30;30;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;46;1;12;1;46;2; ;2; ; ;1;1;1;35;1;17;1;49;2; ;1;10;2; ;1;2;1;437;1;9;1;285;2; ;1;23;DELITOS CONTRA LA LIBERTAD;1;1;8;8;1;1;8;1;1;0;0;0; ;1;1;1;1;1;1;12;1;4;1;2;1;7;1;1;1;1;1;1;2;3;0;1;1;2;3;4;PLAN DE PROGRAMAS PREVENTIVOS;0;1;2; ; ;2; ; ;1;18;0;2; ; ;2; ; ; ;1;0;0;3;4;5;6;0;0;0; ;0
170102;17;01;02;MADRE DE DIOS;TAMBOPATA;INAMBARI;2;1;1;8;0;8;1;8;2;6;1;1;1;1;0;1;1;1;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;8;2; ;2; ;2; ;2; ; ;1;1;1;7;1;4;1;15;2; ;1;4;1;6;1;4;1;33;1;5;1;59;2; ;2; ; ;1;1;4;4;1;1;4;1;1;0;0;0; ;1;3;1;1;1;1;12;1;4;1;12;1;12;2; ;2;2;1;1;2;3;0;1;1;2;0;0; ;0;1;2; ; ;1;1;0;2; ; ;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
170103;17;01;03;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;2;1;1;4;0;4;1;1;0;1;1;1;1;1;0;1;1;1;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;6;2; ;1;3;2; ;2; ; ;1;1;1;10;1;4;1;3;2; ;2; ;1;12;1;14;1;8;1;4;1;4;1;16;2; ; ;1;1;2;2;1;1;2;1;1;2;3;0; ;1;2;1;1;1;1;12;1;4;1;3;1;8;1;1;1;1;1;1;0;0;0;1;1;2;3;4;PLAN DE PROGRAMAS PREVENTIVOS;0;1;2; ; ;2; ; ;1;8;0;2; ; ;2; ; ; ;1;1;0;3;4;0;6;0;0;0; ;0
170104;17;01;04;MADRE DE DIOS;TAMBOPATA;LABERINTO;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;2; ;1;1;1;1;2;1;1;1;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;11;6;2; ; ;2; ; ; ;1;1;2;3;4;5;6;7;0;0; ;0
170201;17;02;01;MADRE DE DIOS;MANU;MANU;1;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;7;2; ;2; ;1;3;2; ;2;1;1;1;0;0;0;1;0;2;3;0; ;0;1;2; ; ;2; ; ;1;1;1;2; ; ;2; ; ; ;1;0;0;0;4;0;6;0;0;0; ;0
170202;17;02;02;MADRE DE DIOS;MANU;FITZCARRALD;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
170203;17;02;03;MADRE DE DIOS;MANU;MADRE DE DIOS;2;1;1;7;0;7;1;2;1;1;1;1;0;0;0;1;3;3;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;2;2; ;2; ;2; ;2; ; ;1;1;1;4;1;2;2; ;2; ;1;2;1;12;2; ;1;6;1;8;1;15;2; ;2; ; ;1;1;4;4;1;1;4;1;1;2;3;0; ;1;4;1;1;1;1;24;1;4;1;2;1;24;1;1;2;2;1;0;0;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;6;0;2; ; ;2; ; ; ;1;1;0;3;4;0;6;0;0;0; ;0
170204;17;02;04;MADRE DE DIOS;MANU;HUEPETUHE;2;1;1;6;0;6;1;5;0;5;1;1;1;1;0;1;3;3;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;1;0;2; ; ; ;2; ; ; ; ;1;6;2; ;1;5;2; ;2; ; ;1;1;2; ;1;5;1;40;2; ;1;2;2; ;1;5;1;16;2; ;1;120;1;1;2; ; ;1;1;5;5;1;1;5;1;1;0;0;0; ;1;1;1;1;1;1;9;2; ;2; ;2; ;2; ;2;1;1;1;2;3;0;1;1;2;0;0; ;0;1;1;0;2;2; ; ;2; ; ;2; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
170301;17;03;01;MADRE DE DIOS;TAHUAMANU;IÑAPARI;1;1;1;4;0;4;1;4;0;4;1;1;1;1;0;1;1;1;0;2;0;0;0;2; ; ; ;2; ; ; ; ;1;2;2;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;4;2; ;1;4;2; ;2; ; ;1;1;1;16;1;21;2; ;2; ;1;6;1;60;1;120;1;6;2; ;1;21;2; ;1;19;DELITOS CONTRA LA VIDA, EL CUERPO Y LA SALUD;1;1;5;5;1;1;5;1;1;2;0;0; ;1;1;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;1;1;2;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;5;0;2; ; ;2; ; ; ;1;1;2;3;4;5;6;0;8;0; ;0
170302;17;03;02;MADRE DE DIOS;TAHUAMANU;IBERIA;2;1;1;6;1;5;1;8;1;7;1;1;2;0;2;1;2;1;1;2;0;0;0;2; ; ; ;1;1;1;0;MOTOCARRO;2; ; ; ;2; ; ; ;1;1;1;0;TELEFONO CELULAR;2; ; ; ;2; ; ; ;2; ; ; ; ;1;8;2; ;1;8;2; ;2; ; ;1;1;2; ;1;4;2; ;2; ;2; ;1;50;1;4;2; ;1;3;1;3;2; ;2; ; ;1;1;4;4;1;1;4;1;0;2;0;0; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1;2; ; ;2; ; ;1;2;1;2; ; ;2; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
170303;17;03;03;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;2;1;1;3;0;3;1;3;1;2;1;1;0;0;0;1;1;1;0;2;0;0;0;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ; ;1;1;2; ;1;3;2; ;2; ; ;1;1;2; ;1;3;1;2;2; ;1;5;1;3;1;1;1;3;2; ;1;5;2; ;2; ; ;1;1;1;1;1;1;1;1;1;2;0;0; ;1;2;1;1;1;1;1;1;2;1;3;2; ;2; ;2;2;1;1;2;0;0;1;0;0;3;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;0;0;0;6;0;0;0; ;0
180101;18;01;01;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;1;1;1;15;5;10;1;26;5;21;1;1;1;1;0;1;13;6;7;2;0;0;0;2; ; ; ;2; ; ; ; ;1;9;8;1;1;13;8;5;2; ; ; ; ;1;1;1;0;1;1;1;0;2; ; ; ; ;1;10;1;29;1;30;2; ;2; ; ;1;1;1;20;1;5;1;7;1;1;1;1;1;7591;1;23;1;31;2; ;1;32;1;3;2; ; ;1;1;5;3;1;1;3;1;1;2;3;0; ;1;2;1;1;1;1;12;1;4;1;12;1;12;1;1;1;1;1;1;2;3;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;4;5;6;0;0;0; ;0
180102;18;01;02;MOQUEGUA;MARISCAL NIETO;CARUMAS;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;0;4;0;0;0;0;0; ;0
180103;18;01;03;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2; ;2; ;2; ;2; ;2;2;1;1;0;0;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;3;0;0;0;0;0;0; ;0
180104;18;01;04;MOQUEGUA;MARISCAL NIETO;SAMEGUA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;1;1;2;3;0; ;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;3;0;0;6;0;8;0; ;0
180105;18;01;05;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;12;2; ;2; ;1;12;1;1;2;1;1;0;0;3;0;1;1;2;0;0; ;0;1;2; ; ;2; ; ;1;1;0;2; ; ;2; ; ; ;1;0;0;3;0;0;6;0;0;0; ;0
180106;18;01;06;MOQUEGUA;MARISCAL NIETO;TORATA;2;1;1;8;2;6;1;6;2;4;1;1;1;1;0;1;4;4;0;1;5;5;0;1;1;1;0;2; ; ; ; ;1;9;9;0;1;5;4;1;2; ; ; ; ;2; ; ; ;1;1;1;0;2; ; ; ; ;1;30;1;2;1;1;2; ;1;2;GRILLETE;1;1;2; ;1;6;2; ;1;5;2; ;1;300;2; ;1;25;1;12;1;25;2; ;2; ; ;1;1;3;3;1;1;3;1;1;2;3;0; ;1;2;1;1;1;1;12;1;1;1;12;1;12;1;1;1;1;1;1;0;0;0;1;0;0;3;0; ;0;1;2; ; ;2; ; ;1;24;0;2; ; ;2; ; ; ;1;0;0;3;4;0;6;0;0;0; ;0
180201;18;02;01;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;1;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;1;1;12;1;4;2; ;1;8;2; ;1;2;1;1;2;3;0;1;1;2;3;0; ;0;1;2; ; ;2; ; ;1;0;3;2; ; ;2; ; ; ;1;0;0;3;4;0;6;0;0;0; ;0
180202;18;02;02;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;2;1;2; ; ; ;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;0; ; ; ; ; ; ; ; ; ; ;1;1;0; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;1; ; ; ; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;10
